ID,PESEL,First Name,Last Name,Date Of Birth,Department,Position,Start,End,Wage
e223d139-7968-41ca-bb3c-b9467789a7a0,92072149626,Kevin,Snyder,1992-07-21,North Tiffanyton - health,Specialist,2023-12-21,,11726
d96bcb16-872e-4c97-8374-324e0d0bb8e1,80032164637,Adam,Huerta,1980-03-21,Whitestad - housing,Senior,2024-10-22,,8194
c9a827fc-530f-48f4-91a9-a784aafc636d,79012273737,Jasmine,Perry,1979-01-22,South Susan - health,Mid-Level,2022-10-19,,14169
e1d511da-aeaf-4a08-8702-bed70f34d159,94102793122,George,Williams,1994-10-27,Powellstad - cars,Junior,2024-12-27,,9511
0fa81785-fe63-4b6a-ae67-1c01b0f60d02,91062318202,Jasmine,Rodriguez,1991-06-23,West Danielburgh - cars,Mid-Level,2023-02-17,,13222
4d1f2b02-8dae-4e0b-8560-32edd91528b6,75052119543,Susan,Carroll,1975-05-21,West Sara - cars,Senior,2022-06-21,,16739
060dbd8d-9de7-4e2a-b2e1-0637e9d8b85d,81061482152,Donald,Burns,1981-06-14,Erinside - housing,Senior,2024-07-28,,11126
e2f345dd-ae0b-4025-8419-b6d2b0d838f0,81051681345,Jeremy,Barnett,1981-05-16,Port Rhondafurt - cars,Mid-Level,2023-07-24,,10064
94498a79-19ed-46e7-aa17-e78d8707be83,79082564863,Bonnie,Shaw,1979-08-25,Bentonborough - health,Senior,2024-06-10,,14547
cec6d5a3-1186-4bb4-b159-56594f322c62,76031410183,Sheila,Gutierrez,1976-03-14,West Michaelville - cars,Senior,2022-03-11,2024-03-07,13931
9dfc0119-5b42-4e60-84f7-447b2db70c29,76031410183,Sheila,Gutierrez,1976-03-14,West Michaelville - cars,Specialist,2024-03-07,,14377
b12f0511-5c09-41f4-a898-a72a618fc770,67052157913,Michael,Carrillo,1967-05-21,East Crystalfort - housing,Specialist,2023-08-16,,14601
b765737d-8978-448b-b706-0a5e70b6878c,79050851096,Meghan,Sexton,1979-05-08,West Karenland - health,Senior,2022-05-18,,10089
7ea2fb07-513e-4a65-9b82-e2d2ba18e554,00080721684,Ruben,Henderson,2000-08-07,Coxmouth - health,Junior,2023-10-25,,9566
be418892-ec8b-4043-9189-9e373cd49d64,88062351962,Kelli,Salazar,1988-06-23,Henryside - cars,Junior,2022-12-21,,10216
f3748210-9baa-459b-ac50-50699b7aa86b,70090583028,Thomas,Wilcox,1970-09-05,Josephtown - health,Specialist,2024-05-20,,14782
60cae04f-ca8f-4052-aaa7-62a3b86bfa97,84020296788,Angela,Wise,1984-02-02,South Angelicabury - health,Mid-Level,2023-01-29,,12072
587ec6b3-6fce-4a4c-be4b-c647364e47d7,84091137995,John,Zuniga,1984-09-11,Vegaland - health,Specialist,2022-04-22,,7855
9b0d638f-fd91-4034-9d5b-6c260478d46d,99060710989,Derek,Blankenship,1999-06-07,Jamesborough - housing,Junior,2023-09-03,,10885
ccdc7ab6-7956-459c-aa09-b1fa89446e6d,92072465285,Sharon,Costa,1992-07-24,New Christopher - health,Junior,2023-05-16,,8748
d01eaffc-c44b-40f9-8b75-04cc51a18c33,84052757059,Natalie,Luna,1984-05-27,Stewartmouth - health,Specialist,2023-09-27,,16865
2a4c3ad9-9f41-447d-95fa-54a018e1bfc4,74062098741,Jose,Montgomery,1974-06-20,Port Michaelville - health,Specialist,2022-10-06,,12245
1d05a3d6-1e06-4ccf-adf6-aab5981465e4,83122447348,Carolyn,Butler,1983-12-24,East Crystalfort - health,Mid-Level,2022-07-07,,15347
c4f42e4f-4a30-48d3-95ea-e490eb912925,89050680570,Jerry,Henderson,1989-05-06,Lake Robert - housing,Senior,2023-01-08,,8984
b6dff8c8-4c74-41a5-b4ba-d0204effbaf7,99011624426,Christopher,Chapman,1999-01-16,Darrylburgh - cars,Junior,2024-11-06,,5435
01d1e765-3925-482d-8b18-45c18784e0c4,88042172864,Regina,Burch,1988-04-21,Daltonmouth - cars,Mid-Level,2024-07-14,,10929
9f78a01b-e506-4063-a077-662f65755a5e,99122230741,Donna,Smith,1999-12-22,Lake Terri - health,Junior,2022-01-10,,6277
95a1957c-f551-4b18-a03c-a77435a84e53,98111212184,Christine,Spencer,1998-11-12,East Scott - cars,Junior,2024-09-08,,8403
6a3feb0e-dd08-44ad-9ce4-e869346bc36e,90031838679,Tanya,Terry,1990-03-18,North Lori - cars,Mid-Level,2022-06-05,2023-07-11,8037
7c64af52-1c42-4b4c-8b2c-022a7fd37b77,90031838679,Tanya,Terry,1990-03-18,North Lori - cars,Senior,2023-07-11,,10561
32733d1b-3a75-4a63-9f49-f49792f0312a,95101036768,Kiara,Allen,1995-10-10,North Melaniefurt - cars,Junior,2024-05-09,,10532
6c9354d5-8b25-4e58-b49b-b621d0c7eecd,96070747299,Heather,Anthony,1996-07-07,South Susan - housing,Junior,2023-02-12,,8676
89f36d28-624c-4adf-9ccb-a58629eebe6c,88031936046,Jeffery,Reed,1988-03-19,New Brettberg - health,Senior,2024-05-27,,10279
6662101c-82f7-4882-b603-026f843f25ec,94021873086,Kelsey,Wilson,1994-02-18,Brandonton - health,Junior,2023-05-13,,11237
fe915516-01e9-44ea-bbec-4f3513327fc6,84101103033,Anne,Ellison,1984-10-11,Davidberg - cars,Specialist,2023-12-05,,14083
ecad969c-cc3f-4a3f-bea5-7c3ae00abfef,87021240503,Bryce,Warren,1987-02-12,Port Donald - health,Specialist,2022-04-02,,19115
edc2c38c-23bf-4837-9ea4-0a2d3fb52573,83011878015,Kathryn,Lee,1983-01-18,Davidberg - cars,Senior,2024-02-16,,19390
fec3db54-1b59-4abb-aaf3-0d3c2669e7f1,97040547886,Caitlin,Miller,1997-04-05,North Darlene - health,Mid-Level,2022-01-20,2024-07-05,10590
9213a359-dd4f-4165-b787-16eebe74735c,97040547886,Caitlin,Miller,1997-04-05,North Darlene - health,Senior,2024-07-05,,11739
85b2ff53-4550-4fa5-8b58-d7007a6927f1,93052568990,Jesse,Diaz,1993-05-25,Ericatown - cars,Mid-Level,2024-04-17,,13191
b16f551a-19de-4f0d-91d3-9cd30b763845,92042390005,Chelsea,Orozco,1992-04-23,West Michael - housing,Specialist,2023-07-05,,19769
d6e2d8ab-8217-48f2-9b96-66955f886aa8,90121532674,Ann,Santiago,1990-12-15,Ericatown - cars,Senior,2023-02-22,2024-07-05,10115
c4baaeba-8986-448b-8c7b-2c1a9a7ff2ee,90121532674,Ann,Santiago,1990-12-15,Ericatown - cars,Specialist,2024-07-05,,12221
e103ec98-0430-414a-9552-f69e7e73910b,85083024293,Brian,Stewart,1985-08-30,Lake Terri - health,Mid-Level,2024-10-13,,14624
3f56d8fc-9d03-40fa-a7a4-2c140a578b70,66090192926,Jackson,Henderson,1966-09-01,Clarkshire - health,Specialist,2023-01-11,,8149
f4885750-28d5-44ad-a965-e579b6b6e094,78042181188,Stephanie,Clay,1978-04-21,Kennethfurt - housing,Specialist,2023-08-07,,25451
ded9f13e-c498-4e3b-9514-d9c8407621d5,92121714517,Kirk,Kirk,1992-12-17,Ruizton - housing,Mid-Level,2022-02-21,,8538
7dd41763-428a-483e-8d9c-158a662bdde1,91122775631,Ernest,Mccarthy,1991-12-27,North Tiffanyton - health,Mid-Level,2022-06-29,,10646
19a7fbf3-f3ca-42c3-b527-142b1770dd27,86091445250,Derek,Price,1986-09-14,Whitestad - health,Mid-Level,2022-05-02,,11787
f5f32787-8631-49e1-b143-2b3a86231cb7,99071996990,Yolanda,Washington,1999-07-19,Bentonborough - housing,Junior,2024-08-06,,9877
c9db2050-3426-44a6-8b6b-765d2b40f22d,91101900997,Jonathon,Nelson,1991-10-19,Bentonborough - health,Senior,2022-10-04,2023-11-03,9382
31d03ed2-1e16-4e5a-8ad0-20d04d43aec2,91101900997,Jonathon,Nelson,1991-10-19,Bentonborough - health,Specialist,2023-11-03,,10783
f8a3504a-3af1-461f-a584-edecac1f0735,79102011223,Amanda,Gonzalez,1979-10-20,Port Judyfurt - health,Mid-Level,2024-03-23,,11852
75425512-e00b-4e65-b2bd-7b56d40b642f,95092654264,Andrea,Harrington,1995-09-26,West Josephburgh - housing,Senior,2022-06-04,,11927
3891698f-a99c-4c1f-909c-0ab28ff16710,97011233877,Emily,Schwartz,1997-01-12,Robertton - health,Mid-Level,2024-08-25,,10517
66225a79-3ed6-4093-9f66-4cdf8e52981b,86063090288,Michelle,Higgins,1986-06-30,North Kristinton - cars,Senior,2023-12-16,,21133
564d95c1-b786-453f-9aa5-e65a3e7e1152,77012319905,Todd,Sullivan,1977-01-23,Lake Terri - housing,Senior,2022-01-31,,7609
0e9ee3b1-5ffb-42b8-befb-357725e78c2b,72022501409,Steven,Long,1972-02-25,Chadberg - cars,Mid-Level,2023-02-05,,7066
638b835d-72b1-4d80-b4fa-65017c8aadc4,81042525892,Michael,Cordova,1981-04-25,New Christopher - cars,Specialist,2024-06-09,,11473
2a03f218-8159-42d7-afc5-cd579604ca64,83090888789,Keith,Guzman,1983-09-08,Millershire - health,Senior,2024-10-10,,10347
7786c48d-e784-4c0e-9f97-4c2775d47bcc,82052456657,Dakota,Campbell,1982-05-24,East Katrina - health,Senior,2022-06-14,,9900
c76f2a6f-5c3c-461f-868b-4bca833b2ff6,96061385985,Sherry,Carr,1996-06-13,Port Michaelville - cars,Junior,2022-01-07,,5084
2ba7cdcf-6516-4265-89cf-0152b2dcc3ff,80070387094,Jennifer,Miller,1980-07-03,Jeffersonmouth - cars,Senior,2024-06-08,,13618
1ae82b4b-cf9c-4582-8eb1-6a878d811c22,80061343768,Richard,Watson,1980-06-13,Seanstad - housing,Senior,2023-10-03,,13001
87476a5b-d726-460d-9dff-d7014744984e,01092835646,Wendy,Bell,2001-09-28,New Christopher - health,Mid-Level,2024-03-14,,8163
aa5cd332-2af0-46b1-98f9-5b8eac369861,95052312463,Bridget,Mann,1995-05-23,North Kristinton - health,Mid-Level,2023-02-03,,6434
2386b660-737d-4cb5-9042-56300f531814,74102485061,Stacy,Harrison,1974-10-24,Juliabury - housing,Specialist,2023-02-13,,16688
b57fc9f7-e0a8-4cbe-8ce1-1aa1998bb8b9,83093031603,Maria,Gonzales,1983-09-30,Josephtown - cars,Mid-Level,2022-11-25,,12581
7b65693b-d327-4fe9-b0ad-dcd39b59dbdc,01113060624,Danny,Watson,2001-11-30,Port Rhondafurt - health,Junior,2024-02-19,,5364
031e1133-7087-48b1-922f-4f3b335b184e,74021330163,Amy,Jones,1974-02-13,East Emilychester - cars,Specialist,2023-05-04,,16068
5c12f88e-61c2-4a57-ab2b-f2ef4f672143,98092179681,Christopher,Silva,1998-09-21,Lake Elizabethfort - cars,Mid-Level,2024-06-12,,7576
8432554f-fadb-433f-83ae-f223c0ce3efa,99052961689,Megan,Ferguson,1999-05-29,West Sara - cars,Junior,2023-10-02,,8799
d385c8ba-fad3-4beb-a064-deca57df72dc,82082028525,Jason,Bright,1982-08-20,Marialand - health,Senior,2022-08-10,,9215
743ea1d2-37b5-489c-958a-7fb6dce395ef,87052917045,Catherine,Santana,1987-05-29,Chadberg - housing,Junior,2024-04-20,,4775
1a97b297-6ff1-47c4-a074-30eaf746a361,82032979024,Jennifer,Robinson,1982-03-29,Aprilside - health,Senior,2023-06-09,2024-09-11,17709
dcba9180-4ada-4e22-be6d-ab4da4292800,82032979024,Jennifer,Robinson,1982-03-29,Aprilside - health,Specialist,2024-09-11,,20560
f338107e-16da-4905-80f8-4edb3769cb28,93052415940,Toni,Cole,1993-05-24,Atkinsonport - cars,Specialist,2023-07-05,,8839
12babfa5-771b-4bba-aa18-58df4ca686b2,66041412774,Megan,Green,1966-04-14,Lake Pamelaborough - cars,Mid-Level,2023-11-05,,7536
75906bfb-77cf-493c-840d-867bbb9fad88,75031378031,Michael,Jackson,1975-03-13,Brandonton - health,Senior,2024-02-09,,11675
7388f035-ca68-463e-af09-b70168f98871,84100155451,Kiara,Chang,1984-10-01,Port Judyfurt - health,Senior,2022-10-29,,9855
845ca6e6-4458-44e0-bc0b-b8622688fc20,98122983895,Edwin,Bowers,1998-12-29,Port Judyfurt - cars,Junior,2024-01-15,,12332
ef82621f-2657-47ab-9dc1-7895e0892b96,79020377267,Samuel,Wood,1979-02-03,New Brettberg - cars,Specialist,2022-11-15,,16730
a96d325c-50f6-4e08-80d0-11df05622b12,83011033494,Holly,Henry,1983-01-10,North Sherry - health,Specialist,2023-03-22,,17748
7359f7a3-2738-467d-83aa-7e9a2ada9f67,78010102078,Jeffrey,Roth,1978-01-01,Port Donnaton - health,Senior,2024-04-22,,18017
909668a8-9c52-4cc6-a0f8-e54590562e3f,79030321885,Barbara,Goodwin,1979-03-03,Lake Elizabethfort - housing,Specialist,2023-11-17,,10342
8115d301-8891-41f1-a52b-3ae079be53e4,73021810943,Vanessa,Cooper,1973-02-18,Lake Timothymouth - cars,Specialist,2024-09-06,,12877
ebe47404-2df4-4635-a58a-c1a0d9e867c1,83050714585,Craig,Shaffer,1983-05-07,Millerside - housing,Specialist,2024-07-22,,13964
8966b1de-51cb-4cd2-a474-d8a306541a6b,82031496344,Anna,Thompson,1982-03-14,South Jackie - health,Junior,2024-08-11,,15926
339bc86d-d851-4d7e-aefd-4841ac1d10d7,96052406062,Nathan,Stokes,1996-05-24,Port Michaelville - health,Junior,2024-10-26,,4675
7671e614-083f-49e9-ae88-2c3c36d22941,88012548781,Mary,Martinez,1988-01-25,South Angelicabury - health,Specialist,2022-06-18,,12191
